COOPERACIÓN;CAPACITADOS ;Vigencia automotor;Firmaron convenio Automotor;DESCUENTO 30%;NOTA (ACARA Y DNRPA);ORDENANZA AUTOMOTOR;ADENDAS;CCI EXPRÉS;ORDENANZA CCI;MONOTRIBUTO UNIFICADO;ORDENANZA MUC;ANEXO MUC ;NOMENCLADOR;LOCALIDAD;DEPARTAMENTO;Telefono Municipio/comuna;CUIT;POBLACIÓN ;M/C;PARTIDO 10/12/2019
SI ;SI;2021;SI;SI;SI;SI;SI;SI;SI;2021-01-01;SI;SI;SI;ROSALES;ROQUE SAENZ PEÑA;03385-493098/63;30682306250;535;M;CORDOBA CAMBIA
NO;NO;No Vigente;SI;Pendiente;SI;Pendiente;Pendiente;SI;SI;SI;Pendiente;SI;Pendiente;ROSARIO DEL SALADILLO;TULUMBA;03575-422099;33669140229;178;C;HPC
SI ;SI;2021;SI;NO;SI;;SI;SI;SI;SI;Pendiente;Pendiente;Pendiente;SACANTA;SAN JUSTO;03533-492222 / 2 50;30681027064;3134;M;UCR
NO;NO;Sin convenio;NO;;;;;;;;;;;SAGRADA FAMILIA;RIO PRIMERO;03574-420174;30999115620;151;C;UCR
SI ;SI;No Vigente;SI;Pendiente;Pendiente;Pendiente;Pendiente;SI;SI;;;;;SAIRA;MARCOS JUAREZ;03472-493026-493222;30668451132;812;M;HPC
SI ;SI;2018;SI;SI;SI;SI;ENVIO DNRPA 27.8;;;;;;;SALADILLO;MARCOS JUAREZ;03467-493005;30999012333;186;C;HPC
SI ;SI;2020;SI;NO;SI;SI;SI;SI;SI;SI;Pendiente;SI;Pendiente;SALDAN;COLON;03543-494399;30678681063;10606;M;HPC
SI ;SI;2018;SI;2018 NO // CON LA RENOVACION CAMBIAN A SI;SI;SI;ENVIO DNRPA 27.8;;;2018-10-01;SI;SI;SI;SALSACATE;POCHO;03542-420107;30678707909;1728;M;UCR
SI ;SI;No Vigente;SI;Pendiente;Pendiente;Pendiente;Pendiente;SI ;SI;SI;Pendiente;SI;Pendiente;SALSIPUEDES;COLON;03543-492225;30999051746;9842;M;VECINAL
SI ;SI;Sin convenio;NO;;;;;SI;;2020-10-01;SI;SI;SI;SAMPACHO;RIO CUARTO;03582-429610 // 411610;30999099544;7846;M;FE
SI ;SI;2018;SI;SI;SI;SI;ENVIO DNRPA 18.6;SI;;2020-01-01;SI;SI;SI;SAN AGUSTIN;CALAMUCHITA;03547-491148/035 - CEL: 351 5919051/;30678652063;3732;M;HPC
SI ;SI;No Vigente;SI;Pendiente;SI;Pendiente;Pendiente;SI;;;;;;SAN ANTONIO DE ARREDONDO;PUNILLA;03541-496493 -496068 - 496250;30668243858;3930;M;HPC
SI ;SI;No Vigente;SI;Pendiente;SI;Pendiente;Pendiente;SI;SI;2019-04-01;SI;SI;SI;SAN ANTONIO DE LITIN;UNION;03537-497044;30999051819;1314;M;HPC
SI ;SI;Sin convenio;NO;;;;;;;2020-02-01;SI;SI;SI;SAN BASILIO;RIO CUARTO;03585-491010 / 110 / 111;30668553741;3225;M;UCR Reelecto
SI ;SI;2018;SI;SI;SI;SI;ENVIO DNRPA 27.8;;;2021-02-01;SI;SI;SI;SAN CARLOS MINAS;MINAS;03542-491155/203 - 03542-466777 / 03542 49-1100;30681021880;1713;M;HPC
NO;NO;No Vigente;SI;Pendiente;SI;Pendiente;Pendiente;;;SI;Pendiente;SI;Pendiente;SAN CLEMENTE;SANTA MARIA;03547-402176;30999045533;240;C;UCR
SI ;SI WEB;2019;SI;SI;SI;SI;ENVIO DNRPA 27.8;;;;;;;SAN ESTEBAN;PUNILLA; ;30999057922;857;M;HPC
SI ;SI;Sin convenio;NO;;;;;;;2018-12-01;SI;SI;SI;SAN FRANCISCO;SAN JUSTO;03564-439190/91/92/439111;30682254218;62211;M;HPC
SI ;SI;2019;SI;NO;SI;SI;ENVIO DNRPA 27.8;SI;SI;SI;Pendiente;Pendiente;Pendiente;SAN FRANCISCO DEL CHAÑAR;SOBREMONTE;03522-497050;30669250718;2506;M;HPC
NO;NO;2021;SI;SI;SI;SI;SI;;;;;;;SAN JERONIMO;POCHO;03542-420100;30668652839;1825;C;HPC
SI ;SI;2019;SI;NO;SI;SI;ENVIO DNRPA 18.6;SI;SI;SI;SI;SI;Pendiente;SAN IGNACIO;CALAMUCHITA;03546-493018;33669244059;602;C;HPC
SI ;SI;2019;SI;SI;SI;SI;ENVIO DNRPA 27.8;SI;;SI;Pendiente;Pendiente;Pendiente;SAN JAVIER Y YACANTO;SAN JAVIER;03544-482077 / 041;30668770823;247;M;HPC
SI ;SI;Sin convenio;NO;;;;;;;;;;;SAN JOAQUIN;ROQUE SAENZ PEÑA;(03385) 490243 // (03385) 15525757;33633885899;140;C;HPC
SI ;SI WEB;2018;SI;SI;SI;SI;ENVIO DNRPA 27.8;SI;;SI;Pendiente;SI;Pendiente;SAN JOSE;SAN JAVIER;03544-493060/;30999133157;2591;M;HPC
SI ;SI;2019;SI;SI;SI;SI;ENVIO DNRPA 27.8;;;2021-01-01;SI;SI;SI;SAN JOSE DE LA DORMIDA;TULUMBA;03521-497370/7277;30687572722;4510;M;MUC
SI ;NO;2018;SI;SI;SI;SI;ENVIO DNRPA 18.6;SI;SI;;;;;SAN JOSE DE LAS SALINAS;TULUMBA;03521-498140;30669246583;777;M;VECINAL
SI ;SI;2019;SI;SI;SI;SI;ENVIO DNRPA 27.8;;;SI;Pendiente;SI;Pendiente;SAN LORENZO;SAN ALBERTO;03544-471351;30668547229;1045;C;HPC
SI ;SI;2020;SI;NO;SI;SI;SI;SI;SI;SI;SI;SI;Pendiente;SAN MARCOS SIERRAS;CRUZ DEL EJE;03549-496137/496160;33668256479;2199;M;HPC
SI ;SI;Sin convenio;NO;;;;;SI;;;;;;SAN MARCOS SUD;UNION;03537-498191/200;30669239765;3145;M;HPC
SI ;SI;No Vigente;SI;Pendiente;Pendiente;Pendiente;Pendiente;SI;;SI;Pendiente;Pendiente;Pendiente;SAN PEDRO;SAN ALBERTO;03544-421219/424913;30682250875;4624;M;HPC
SI ;NO;2019;SI;SI;SI;SI;ENVIO DNRPA 18.6;SI;;SI;SI;SI;Pendiente;SAN PEDRO NORTE;TULUMBA;03521-421516 cabina publica /351 3022534;30678715022;379;M;VECINAL
SI ;SI;No Vigente;SI;SI;SI;Pendiente;SI;;;SI;Pendiente;SI;Pendiente;SAN ROQUE;PUNILLA;03541-448810 // 03541 440739;30669246729;1128;C;HPC
SI ;SI;2021;SI;SI;SI;SI;SI;;;SI;Pendiente;Pendiente;Pendiente;SAN VICENTE;SAN ALBERTO;03544-485074/028;30999100267;1783;C;FRENTE CORDOBA CIUDADANA
SI ;NO;Sin convenio;NO;;;;;SI;SI;;;;;SANTA CATALINA - HOLMBERG;RIO CUARTO;0358-4990145;33682238149;3898;M;HPC
SI ;NO;2019;SI;SI;SI;SI;ENVIO DNRPA 27.8;SI;SI;2018-12-01;SI;SI;SI;SANTA ELENA;RIO SECO;03522-427715;30999097495;296;C;UCR 
SI ;SI;2019;SI;SI;SI;SI;ENVIO DNRPA 27.8;SI;;SI;Pendiente;Pendiente;Pendiente;SANTA EUFEMIA;JUAREZ CELMAN;03584-491003;30668356628;2417;M;HPC
SI ;SI;Sin convenio;NO;;;;;;;;;;;SANTA MARIA DE PUNILLA;PUNILLA;03541-480035/6;30999051983;9691;M;HPC
SI ;SI;2018;SI;2018 SI // CON LA RENOVACION CAMBIAN A NO;SI;SI;ENVIO DNRPA 18.6;SI;;SI;Pendiente;SI;Pendiente;SANTA ROSA DE CALAMUCHITA;CALAMUCHITA;03546-429650/420667/422222;30999038197;12830;M;HPC
SI ;SI WEB;Sin convenio;NO;;;;;SI;;2020-03-01;SI;SI;SI;SANTIAGO TEMPLE;RIO SEGUNDO;03574-497009;30999133084;2787;M;HPC
SI ;NO;2020;SI;NO;SI;SI;SI;;;SI;SI;SI;Pendiente;SARMIENTO;TOTORAL;03525-499049-16;30669165923;1455;M;UCR
SI ;SI;2020;SI;NO;SI;SI;SI;SI;SI;2020-08-01;SI;SI;SI;SATURNINO MARIA LASPIUR;SAN JUSTO;03533-491196 / 286;30669245048;2496;M;Vecinal
SI ;SI;Sin convenio;NO;;;;;;;;;;;SAUCE ARRIBA;SAN ALBERTO;03544-463300;30999132169;749;C;HPC
SI ;SI;Sin convenio;NO;;;;;SI;SI;;;;;SEBASTIAN ELCANO;RIO SECO;03522-15451065;30669192637;2481;M;UCR Reelecto
SI ;SI;Sin convenio;NO;;;;;SI;SI;;;;;SEEBER;SAN JUSTO;03564-450802;33668709139;620;M;HPC
SI ;SI WEB;Sin convenio;NO;;;;;;;;;;;SEGUNDA USINA;CALAMUCHITA;03571 - 4533508;30999050758;170;C;HPC
SI ;SI;2021;SI;SI;SI;SI;SI;;;2019-02-01;SI;SI;SI;SERRANO;ROQUE SAENZ PEÑA;03385-495960 / 61 / 62;30668547393;3209;M;MAV
SI ;SI;Sin convenio;NO;;;;;;;;;;;SERREZUELA;CRUZ DEL EJE;03549-492164;30669358128;2678;M;UCR
SI ;SI;Sin convenio;NO;;;;;SI;SI;2020-08-01;SI;SI;SI;SILVIO PELLICO;GENERAL SAN MARTIN;0353-4874307/08;30682313141;405;M;UCR
SI ;NO;Sin convenio;NO;;;;;;;;;;;SIMBOLAR;TOTORAL;03524-491706;30655431795;350;C;HPC
SI ;SI;2021;SI;NO;SI;SI;SI;SI;SI;2019-04-01;SI;SI;SI;SINSACATE;TOTORAL;03525-402060/1/2;30669096379;1344;M;UCR
SI ;SI WEB;Sin convenio;NO;;;;;;;;;;;SUCO;RIO CUARTO;03582-491006- 471006;30669249558;307;C;HPC
SI ;SI WEB;2021;SI;SI;SI;SI;SI;;;;;;;TALA CAÑADA;POCHO;03542-490607;30682242139;254;C;HPC
SI ;SI;Sin convenio;NO;;;;;;;;;;;TALA HUASI;PUNILLA;03541-495633;33668549069;147;C;VECINAL
NO;NO;Sin convenio;NO;;;;;;;;;;;TALAINI;MINAS;03542-491041;30999051053;123;C;HPC
SI ;SI;2021;SI;NO;SI;SI;SI;SI;SI;2020-03-01;SI;SI;SI;TANCACHA;TERCERO ARRIBA;03571-460101 / 201;30999013569;5309;M;HPC
SI ;SI;Sin convenio;NO;;;;;;;;;;;TANTI;PUNILLA;03541-498170 / 250;30999114322;6841;M;UCR
SI ;SI;Sin convenio;NO;;;;;;;;;;;TICINO;GENERAL SAN MARTIN;0353-4886002/080;30682322493;2207;M;UCR
SI ;SI;Sin convenio;NO;;;;;SI;;;;;;TINOCO;COLON;03574-490811;30999121833;514;C;HPC
SI ;SI;Sin convenio;NO;;;;;;;;;;;TIO PUJIO;GENERAL SAN MARTIN;0353-4881036 - 4881552;30680996624;2676;M;HPC
SI ;SI;Sin convenio;NO;;;;;;;;;;;TOLEDO;SANTA MARIA;0351-4905041 / 040;30669193862;4107;M;HPC
NO;NO;Sin convenio;NO;;;;;SI;SI;;;;;TORO PUJIO;SAN JUSTO;03576-499198-196;30668556953;173;C;UCR
SI ;NO;Sin convenio;NO;;;;;;;;;;;TOSNO;MINAS;03542-491198;30669127053;186;C;HPC
SI ;SI;Sin convenio;NO;;;;;SI;;;;;;TOSQUITA;RIO CUARTO;03583-492052;30669182844;414;M;VECINAL
SI ;SI;2019;SI;SI;SI;SI;ENVIO DNRPA 27.8;SI;SI;2019-03-01;SI;SI;SI;TRANSITO;SAN JUSTO;03576-492111/299;30668543959;3185;M;HPC
SI ;SI;Sin convenio;NO;;;;;;;;;;;TUCLAME;CRUZ DEL EJE;03549-495071;30999097630;;C;HPC
SI ;SI;Sin convenio;NO;;;;;SI;SI;2019-01-01;SI;SI;SI;UCACHA;JUAREZ CELMAN;0353-4901108/4893722/03534183823;30678677384;5167;M;HPC
SI ;SI;2020;SI;NO;SI;SI;SI;;;2020-03-01;SI;SI;SI;UNQUILLO;COLON;03543-488999/206 /137 (Registro Civil);30680962819;18483;M;HPC
SI;NO;Sin convenio;NO;;.;;;;;;;;;VALLE DE ANISACATE;SANTA MARIA;03547-494262;30999027624;487;C;HPC
SI ;SI;2021;SI;NO;SI;SI;SI;;;;;;;VALLE HERMOSO;PUNILLA;03548-470635/ 013;30999115930;6252;M;HPC
SI ;SI;2019;SI;NO;SI;SI;ENVIO DNRPA 27.8;SI;SI;SI;SI;Pendiente;Pendiente;VIAMONTE;UNION;;30999100712;1594;M;HPC
SI ;SI;Sin convenio;NO;;;;;sI;SI;;;;;VICUÑA MACKENNA;RIO CUARTO;03583-484555/484777/666;33650575739;10170;M;UCR
SI ;SI;Sin convenio;NO;;;;;;;;;;;VILLA ALLENDE;COLON;03543-439280/82/83;30668685273;28374;M;PRO
SI ;SI;No Vigente;SI;Pendiente;Pendiente;Pendiente;Pendiente;;;;;;;VILLA AMANCAY;CALAMUCHITA;03546-483030;30999097940;450;C;HPC
SI ;SI;2020;SI;NO;SI;SI;SI;SI;;2021-04-01;SI;SI;SI;VILLA ASCASUBI;TERCERO ARRIBA;03571-498000;30682252541;2355;M;HPC
NO;NO;No Vigente;SI;Pendiente;SI;Pendiente;Pendiente;SI;SI;SI;Pendiente;SI;Pendiente;VILLA CANDELARIA NORTE;RIO SECO;03522-422145;30678647531;280;C;UCR
SI ;SI;Sin convenio;NO;;;;;;;;;;;VILLA CARLOS PAZ;PUNILLA;03541-421801/810-424068 int 20 - Registro Civil 03541 436443;33677600689;62750;M;VECINAL
SI ;SI;2021;SI;SI;SI;SI;SI;SI;SI;;;;;VILLA CERRO AZUL;COLON;03525-493213;30668681766;762;C;HPC
SI ;NO;2019;SI;SI;SI;SI;ENVIO DNRPA 27.8;;;SI;Pendiente;SI;Pendiente;VILLA CIUDAD DE AMERICA;SANTA MARIA;03547-489101-103;30654271034;1165;C;HPC
SI ;SI;2019;SI;NO;SI;SI;ENVIO DNRPA 27.8;SI;SI;SI;Pendiente;Pendiente;Pendiente;VILLA CIUDAD PARQUE LOS REARTES;CALAMUCHITA;03546-486000/486047;30999013631;276;C;VECINAL
SI ;SI;2018;SI;SI;Pendiente;SI;SI;SI;SI;SI;Pendiente;Pendiente;Pendiente;VILLA CONCEPCION DEL TIO;SAN JUSTO;03576-493007/121/493005;30652994543;1886;M;HPC
NO;NO;2021;SI;SI;SI;SI;SI;SI;;SI;Pendiente;Pendiente;Pendiente;VILLA CURA BROCHERO;SAN ALBERTO;03544-472185 / 0351-152350656;30669243134;6351;M;HPC
SI ;SI WEB;2018;SI;SI;SI;SI;SI;;;;;;;VILLA DE LAS ROSAS;SAN JAVIER;03544-494303;30999132789;4116;M;HPC
SI ;SI;2018;SI;SI;Pendiente;SI;ENVIO DNRPA 27.8;;;SI;Pendiente;SI;Pendiente;VILLA DE MARIA;RIO SECO;03522-422202;30669246273;4911;M;HPC
SI ;SI;2021;SI;SI;SI;SI;SI;;;2020-12-01;SI;SI;SI;VILLA DE POCHO;POCHO;03542-490217;30658464147;201;C;UCR
SI ;SI;Sin convenio;NO;;;;;;;;;;;VILLA DE SOTO;CRUZ DEL EJE;03549-480507 / 749;30668685893;9927;M;UCR
SI ;SI;Sin convenio;NO;;;;;SI;;SI;Pendiente;SI;Pendiente;VILLA DEL DIQUE;CALAMUCHITA;03546-497241 / 216;30680951108;3303;M;VECINAL
SI ;SI;Sin convenio;NO;;;;;;;;;;;VILLA DEL PRADO;SANTA MARIA;03547-422543;30999023041;2011;C;UCR
SI ;SI;Sin convenio;NO;;;;;;;;;;;VILLA DEL ROSARIO;RIO SEGUNDO;03573-422321 / 22810;30678650087;15394;M;UCR
SI ;NO;2019;SI;SI;SI;SI;ENVIO DNRPA 27.8;SI;;2021-01-01;SI;SI;SI;VILLA DEL TOTORAL;TOTORAL;03524-471850/51- 471260;30657733365;8439;M;HPC
NO;SI;Sin convenio;NO;;;;;;;;;;;VILLA DOLORES;SAN JAVIER;03544-420889 / 421402 / 422052/425155 /422009 (privada);30669121012;31853;M;FDT
NO;NO;Sin convenio;NO;;;;;;;;;;;VILLA EL CHACAY;RIO CUARTO;0358-4894080/81;30668975034;84;C;UCR 
SI;NO;Sin convenio;NO;;;;;;;;;;;VILLA ELISA;MARCOS JUAREZ;03472-424304;30999131936;26;C;UCR
SI ;NO;2019;SI;NO;SI;SI;ENVIO DNRPA 27.8;;;2021-03-01;SI;SI;SI;VILLA FONTANA;RIO PRIMERO;03575-494022/010;30668656346;939;M;HPC
SI ;SI;2018;SI;NO;Pendiente;SI;SI;;;;;;;VILLA GENERAL BELGRANO;CALAMUCHITA;03546 461333;30999111668;8257;M;HPC
SI ;SI;2019;SI;NO;SI;SI;ENVIO DNRPA 27.8;SI;SI;;;;;VILLA GIARDINO;PUNILLA;03548-491098 / 339;30682273425;6810;M;UCR
NO;NO;Sin convenio;NO;;;;;;;;;;;VILLA GUTIERREZ;ISCHILIN;03525 417965;30668746876;341;C;HPC
SI ;SI;2018;SI;NO;Pendiente;Pendiente;ENVIO DNRPA 27.8;SI;;SI;Pendiente;SI;Pendiente;VILLA HUIDOBRO;GENERAL ROCA;02336-481082/263 - cel: 02362 15699464;33677633269;5658;M;HPC
SI ;NO;2019;SI;NO;SI;SI;ENVIO DNRPA 27.8;;;;;;;VILLA LA BOLSA;SANTA MARIA;03547-494130/494087;30677575634;995;C;HPC
SI;NO;2021;SI;SI;SI;SI;SI;;;;;;;VILLA LOS AROMOS;SANTA MARIA;03547-494060/494322;30668262062;1378;C;UCR
SI ;SI;Sin convenio;NO;;;;;;;;;;;VILLA LOS PATOS;UNION;03537-15444787;30999066727;26;C;Vecinal
SI ;SI;Sin convenio;NO;;;;;;;;;;;VILLA MARIA;GENERAL SAN MARTIN;0353-4618100;30999062837;80006;M;FDT
SI ;SI;Baja de convenio el 17/01/2020;;;;;;;;SI;Pendiente;SI;Pendiente;VILLA NUEVA;GENERAL SAN MARTIN;0353-4910253;30685341855;19362;M;HPC
NO;NO;Sin convenio;NO;;;;;;;;;;;VILLA PARQUE SANTA ANA;SANTA MARIA;03547-481003;30678675543;2861;M;HPC
SI ;SI;Sin convenio;NO;;;;;;;;;;;VILLA PARQUE SIQUIMAN;PUNILLA;03541-440212;30668692474;1888;C;UCR
SI ;SI;No Vigente;SI;Pendiente;SI;Pendiente;Pendiente;;;SI;Pendiente;SI;Pendiente;VILLA QUILLINZO;CALAMUCHITA;03546- 494930 (Polic.de La Cruz);30678667427;79;C;HPC
SI ;SI;No Vigente;SI;Pendiente;SI;Pendiente;Pendiente;SI;;SI;Pendiente;SI;Pendiente;VILLA ROSSI;ROQUE SAENZ PEÑA;03385-497011/028 // 03385 497080;30668742986;515;M;HPC
SI ;SI;Sin convenio;NO;;;;;;;;;;;VILLA RUMIPAL;CALAMUCHITA;03546-498420/1;30999227577;2663;M;HPC
SI ;SI;Sin convenio;NO;;;;;;;;;;;VILLA SAN ESTEBAN;SAN JUSTO;03533-422927;30669210317;82;C;HPC
SI ;SI;Sin convenio;NO;;;;;;;;;;;VILLA SAN ISIDRO;SANTA MARIA;03547-15520716;30685358677;1249;C;HPC
SI ;SI;No Vigente;SI;Pendiente;SI;Pendiente;Pendiente;;;2019-05-01 //// SOLICITAN LA BAJA POR CARTA DOCUMENTO A PARTIR DEL 01/01/2021. EN GESTION CON RENTAS;SI;SI;SI;VILLA SANTA CRUZ DEL LAGO;PUNILLA;03541-494378;33678677839;2472;M;HPC
SI ;SI;Sin convenio;NO;;;;;SI;SI;2020-09-01;SI;SI;SI;VILLA SANTA ROSA;RIO PRIMERO;03574-480210 / 496 / 096 / 396;30999075211;7805;M;UCR
SI ;SI;No Vigente;SI;Pendiente;SI;Pendiente;Pendiente;SI;SI;SI;Pendiente;SI;Pendiente;VILLA SARMIENTO (C);GENERAL ROCA;03583-494001 ;30668745578;373;C;UCR
SI ;SI WEB;Sin convenio;NO;;;;;SI;SI;;;;;VILLA SARMIENTO (M);SAN ALBERTO;03544-420674 / 03544-422164;30999076447;5264;M;HPC
SI ;NO;2020;SI;SI;SI;SI;SI;;;SI;Pendiente;SI;Pendiente;VILLA TULUMBA;TULUMBA;03521-496020;30682255443;1597;M;UCR
SI ;SI;2018;SI;SI;Pendiente;SI;ENVIO DNRPA 18.6;SI;;2018-09-01;SI;SI;SI;VILLA VALERIA;GENERAL ROCA;03583-497022 /3583-414634;30668761883;3002;M;HPC
SI ;SI;2018;SI;SI;SI;SI;ENVIO DNRPA 27.8;SI;;2020-02-01;SI;SI;SI;VILLA YACANTO;CALAMUCHITA;03546-485001/7 ;30668675006;1634;M;HPC
SI ;NO;Sin convenio;NO;;;;;SI;SI;;;;;WASHINGTON;RIO CUARTO;03583-493008 / 03583493077;30669080782;608;C;UCR
SI ;SI;2018;SI;SI;Pendiente;SI;ENVIO DNRPA 18.6;SI;SI;2018-08-01;SI;SI;SI;WENCESLAO ESCALANTE;UNION;03468-497236/130 -03468-15555111;30668237408;1517;M;HPC
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
